word,token_count,char_count,avg_byte_length,tokens_per_char,chars_per_token
melbourne,2,9,4.5,0.2222222222222222,4.5
melissa,2,7,3.5,0.2857142857142857,3.5
mem,1,3,3.0,0.3333333333333333,3.0
member,1,6,6.0,0.16666666666666666,6.0
members,1,7,7.0,0.14285714285714285,7.0
membership,1,10,10.0,0.1,10.0
membrane,2,8,4.0,0.25,4.0
memo,1,4,4.0,0.25,4.0
memorabilia,2,11,5.5,0.18181818181818182,5.5
memorial,2,8,4.0,0.25,4.0
memories,2,8,4.0,0.25,4.0
memory,1,6,6.0,0.16666666666666666,6.0
memphis,2,7,3.5,0.2857142857142857,3.5
men,1,3,3.0,0.3333333333333333,3.0
mens,1,4,4.0,0.25,4.0
ment,1,4,4.0,0.25,4.0
mental,1,6,6.0,0.16666666666666666,6.0
mention,1,7,7.0,0.14285714285714285,7.0
mentioned,1,9,9.0,0.1111111111111111,9.0
mentor,1,6,6.0,0.16666666666666666,6.0
menu,1,4,4.0,0.25,4.0
menus,1,5,5.0,0.2,5.0
mercedes,2,8,4.0,0.25,4.0
merchandise,3,11,3.6666666666666665,0.2727272727272727,3.6666666666666665
merchant,1,8,8.0,0.125,8.0
merchants,2,9,4.5,0.2222222222222222,4.5
mercury,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
mercy,2,5,2.5,0.4,2.5
mere,1,4,4.0,0.25,4.0
merely,2,6,3.0,0.3333333333333333,3.0
merge,1,5,5.0,0.2,5.0
merger,2,6,3.0,0.3333333333333333,3.0
merit,2,5,2.5,0.4,2.5
merry,2,5,2.5,0.4,2.5
mesa,1,4,4.0,0.25,4.0
mesh,1,4,4.0,0.25,4.0
mess,1,4,4.0,0.25,4.0
message,1,7,7.0,0.14285714285714285,7.0
messages,1,8,8.0,0.125,8.0
messaging,2,9,4.5,0.2222222222222222,4.5
messenger,2,9,4.5,0.2222222222222222,4.5
met,1,3,3.0,0.3333333333333333,3.0
meta,1,4,4.0,0.25,4.0
metabolism,2,10,5.0,0.2,5.0
metadata,1,8,8.0,0.125,8.0
metal,1,5,5.0,0.2,5.0
metallic,2,8,4.0,0.25,4.0
metallica,2,9,4.5,0.2222222222222222,4.5
metals,2,6,3.0,0.3333333333333333,3.0
meter,1,5,5.0,0.2,5.0
meters,1,6,6.0,0.16666666666666666,6.0
method,1,6,6.0,0.16666666666666666,6.0
methodology,2,11,5.5,0.18181818181818182,5.5
methods,1,7,7.0,0.14285714285714285,7.0
metres,2,6,3.0,0.3333333333333333,3.0
metric,1,6,6.0,0.16666666666666666,6.0
metro,1,5,5.0,0.2,5.0
metropolitan,2,12,6.0,0.16666666666666666,6.0
mexican,2,7,3.5,0.2857142857142857,3.5
mexico,2,6,3.0,0.3333333333333333,3.0
meyer,2,5,2.5,0.4,2.5
mf,1,2,2.0,0.5,2.0
mfg,2,3,1.5,0.6666666666666666,1.5
mg,1,2,2.0,0.5,2.0
mh,1,2,2.0,0.5,2.0
mhz,2,3,1.5,0.6666666666666666,1.5
mi,1,2,2.0,0.5,2.0
mia,1,3,3.0,0.3333333333333333,3.0
miami,2,5,2.5,0.4,2.5
mic,1,3,3.0,0.3333333333333333,3.0
mice,2,4,2.0,0.5,2.0
michael,2,7,3.5,0.2857142857142857,3.5
michel,2,6,3.0,0.3333333333333333,3.0
michelle,2,8,4.0,0.25,4.0
michigan,3,8,2.6666666666666665,0.375,2.6666666666666665
micro,1,5,5.0,0.2,5.0
microphone,2,10,5.0,0.2,5.0
microsoft,2,9,4.5,0.2222222222222222,4.5
microwave,2,9,4.5,0.2222222222222222,4.5
mid,1,3,3.0,0.3333333333333333,3.0
middle,1,6,6.0,0.16666666666666666,6.0
midi,2,4,2.0,0.5,2.0
midlands,2,8,4.0,0.25,4.0
midnight,2,8,4.0,0.25,4.0
midwest,2,7,3.5,0.2857142857142857,3.5
might,1,5,5.0,0.2,5.0
mighty,2,6,3.0,0.3333333333333333,3.0
migration,1,9,9.0,0.1111111111111111,9.0
mike,2,4,2.0,0.5,2.0
mil,1,3,3.0,0.3333333333333333,3.0
milan,2,5,2.5,0.4,2.5
mild,2,4,2.0,0.5,2.0
mile,1,4,4.0,0.25,4.0
mileage,2,7,3.5,0.2857142857142857,3.5
miles,2,5,2.5,0.4,2.5
milf,2,4,2.0,0.5,2.0
milfhunter,3,10,3.3333333333333335,0.3,3.3333333333333335
milfs,2,5,2.5,0.4,2.5
military,2,8,4.0,0.25,4.0
milk,1,4,4.0,0.25,4.0
mill,1,4,4.0,0.25,4.0
millennium,2,10,5.0,0.2,5.0
miller,2,6,3.0,0.3333333333333333,3.0
million,1,7,7.0,0.14285714285714285,7.0
millions,2,8,4.0,0.25,4.0
mills,1,5,5.0,0.2,5.0
milton,2,6,3.0,0.3333333333333333,3.0
milwaukee,2,9,4.5,0.2222222222222222,4.5
mime,1,4,4.0,0.25,4.0
min,1,3,3.0,0.3333333333333333,3.0
mind,1,4,4.0,0.25,4.0
minds,2,5,2.5,0.4,2.5
mine,1,4,4.0,0.25,4.0
mineral,2,7,3.5,0.2857142857142857,3.5
minerals,2,8,4.0,0.25,4.0
mines,2,5,2.5,0.4,2.5
mini,1,4,4.0,0.25,4.0
miniature,2,9,4.5,0.2222222222222222,4.5
minimal,1,7,7.0,0.14285714285714285,7.0
minimize,2,8,4.0,0.25,4.0
minimum,1,7,7.0,0.14285714285714285,7.0
mining,2,6,3.0,0.3333333333333333,3.0
minister,1,8,8.0,0.125,8.0
ministers,2,9,4.5,0.2222222222222222,4.5
ministries,2,10,5.0,0.2,5.0
ministry,2,8,4.0,0.25,4.0
minneapolis,2,11,5.5,0.18181818181818182,5.5
minnesota,3,9,3.0,0.3333333333333333,3.0
minolta,2,7,3.5,0.2857142857142857,3.5
minor,1,5,5.0,0.2,5.0
minority,2,8,4.0,0.25,4.0
mins,1,4,4.0,0.25,4.0
mint,1,4,4.0,0.25,4.0
minus,1,5,5.0,0.2,5.0
minute,1,6,6.0,0.16666666666666666,6.0
minutes,1,7,7.0,0.14285714285714285,7.0
miracle,2,7,3.5,0.2857142857142857,3.5
mirror,1,6,6.0,0.16666666666666666,6.0
mirrors,2,7,3.5,0.2857142857142857,3.5
misc,1,4,4.0,0.25,4.0
miscellaneous,2,13,6.5,0.15384615384615385,6.5
miss,1,4,4.0,0.25,4.0
missed,2,6,3.0,0.3333333333333333,3.0
missile,2,7,3.5,0.2857142857142857,3.5
missing,1,7,7.0,0.14285714285714285,7.0
mission,1,7,7.0,0.14285714285714285,7.0
missions,1,8,8.0,0.125,8.0
mississippi,2,11,5.5,0.18181818181818182,5.5
missouri,2,8,4.0,0.25,4.0
mistake,2,7,3.5,0.2857142857142857,3.5
mistakes,2,8,4.0,0.25,4.0
mistress,2,8,4.0,0.25,4.0
mit,1,3,3.0,0.3333333333333333,3.0
mitchell,2,8,4.0,0.25,4.0
mitsubishi,2,10,5.0,0.2,5.0
mix,1,3,3.0,0.3333333333333333,3.0
mixed,1,5,5.0,0.2,5.0
mixer,2,5,2.5,0.4,2.5
mixing,2,6,3.0,0.3333333333333333,3.0
mixture,2,7,3.5,0.2857142857142857,3.5
mj,1,2,2.0,0.5,2.0
ml,1,2,2.0,0.5,2.0
mlb,2,3,1.5,0.6666666666666666,1.5
mls,2,3,1.5,0.6666666666666666,1.5
mm,1,2,2.0,0.5,2.0
mn,1,2,2.0,0.5,2.0
mo,1,2,2.0,0.5,2.0
mobile,1,6,6.0,0.16666666666666666,6.0
mobiles,2,7,3.5,0.2857142857142857,3.5
mobility,2,8,4.0,0.25,4.0
mod,1,3,3.0,0.3333333333333333,3.0
mode,1,4,4.0,0.25,4.0
model,1,5,5.0,0.2,5.0
modeling,2,8,4.0,0.25,4.0
modelling,2,9,4.5,0.2222222222222222,4.5
models,1,6,6.0,0.16666666666666666,6.0
modem,2,5,2.5,0.4,2.5
modems,2,6,3.0,0.3333333333333333,3.0
moderate,2,8,4.0,0.25,4.0
moderator,2,9,4.5,0.2222222222222222,4.5
moderators,2,10,5.0,0.2,5.0
modern,1,6,6.0,0.16666666666666666,6.0
modes,2,5,2.5,0.4,2.5
modification,2,12,6.0,0.16666666666666666,6.0
modifications,2,13,6.5,0.15384615384615385,6.5
modified,1,8,8.0,0.125,8.0
modify,1,6,6.0,0.16666666666666666,6.0
mods,1,4,4.0,0.25,4.0
modular,2,7,3.5,0.2857142857142857,3.5
module,1,6,6.0,0.16666666666666666,6.0
modules,1,7,7.0,0.14285714285714285,7.0
moisture,3,8,2.6666666666666665,0.375,2.6666666666666665
mold,2,4,2.0,0.5,2.0
moldova,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
molecular,2,9,4.5,0.2222222222222222,4.5
molecules,2,9,4.5,0.2222222222222222,4.5
mom,1,3,3.0,0.3333333333333333,3.0
moment,1,6,6.0,0.16666666666666666,6.0
moments,2,7,3.5,0.2857142857142857,3.5
momentum,2,8,4.0,0.25,4.0
moms,2,4,2.0,0.5,2.0
mon,1,3,3.0,0.3333333333333333,3.0
monaco,2,6,3.0,0.3333333333333333,3.0
monday,2,6,3.0,0.3333333333333333,3.0
monetary,3,8,2.6666666666666665,0.375,2.6666666666666665
money,1,5,5.0,0.2,5.0
mongolia,2,8,4.0,0.25,4.0
monica,2,6,3.0,0.3333333333333333,3.0
monitor,1,7,7.0,0.14285714285714285,7.0
monitored,2,9,4.5,0.2222222222222222,4.5
monitoring,2,10,5.0,0.2,5.0
monitors,2,8,4.0,0.25,4.0
monkey,2,6,3.0,0.3333333333333333,3.0
mono,1,4,4.0,0.25,4.0
monroe,2,6,3.0,0.3333333333333333,3.0
monster,1,7,7.0,0.14285714285714285,7.0
montana,2,7,3.5,0.2857142857142857,3.5
monte,2,5,2.5,0.4,2.5
montgomery,2,10,5.0,0.2,5.0
month,1,5,5.0,0.2,5.0
monthly,1,7,7.0,0.14285714285714285,7.0
months,1,6,6.0,0.16666666666666666,6.0
montreal,2,8,4.0,0.25,4.0
mood,2,4,2.0,0.5,2.0
moon,1,4,4.0,0.25,4.0
moore,2,5,2.5,0.4,2.5
moral,2,5,2.5,0.4,2.5
more,1,4,4.0,0.25,4.0
moreover,2,8,4.0,0.25,4.0
morgan,2,6,3.0,0.3333333333333333,3.0
morning,2,7,3.5,0.2857142857142857,3.5
morocco,2,7,3.5,0.2857142857142857,3.5
morris,2,6,3.0,0.3333333333333333,3.0
morrison,3,8,2.6666666666666665,0.375,2.6666666666666665
mortality,2,9,4.5,0.2222222222222222,4.5
mortgage,2,8,4.0,0.25,4.0
mortgages,2,9,4.5,0.2222222222222222,4.5
moscow,2,6,3.0,0.3333333333333333,3.0
moses,2,5,2.5,0.4,2.5
moss,2,4,2.0,0.5,2.0
most,1,4,4.0,0.25,4.0
mostly,1,6,6.0,0.16666666666666666,6.0
motel,2,5,2.5,0.4,2.5
motels,2,6,3.0,0.3333333333333333,3.0
mother,1,6,6.0,0.16666666666666666,6.0
motherboard,2,11,5.5,0.18181818181818182,5.5
mothers,2,7,3.5,0.2857142857142857,3.5
motion,1,6,6.0,0.16666666666666666,6.0
motivated,2,9,4.5,0.2222222222222222,4.5
motivation,2,10,5.0,0.2,5.0
motor,1,5,5.0,0.2,5.0
motorcycle,2,10,5.0,0.2,5.0
motorcycles,2,11,5.5,0.18181818181818182,5.5
motorola,2,8,4.0,0.25,4.0
motors,2,6,3.0,0.3333333333333333,3.0
mount,1,5,5.0,0.2,5.0
mountain,2,8,4.0,0.25,4.0
mountains,2,9,4.5,0.2222222222222222,4.5
mounted,1,7,7.0,0.14285714285714285,7.0
mounting,2,8,4.0,0.25,4.0
mounts,2,6,3.0,0.3333333333333333,3.0
mouse,1,5,5.0,0.2,5.0
mouth,1,5,5.0,0.2,5.0
move,1,4,4.0,0.25,4.0
moved,2,5,2.5,0.4,2.5
movement,1,8,8.0,0.125,8.0
movements,2,9,4.5,0.2222222222222222,4.5
movers,2,6,3.0,0.3333333333333333,3.0
moves,1,5,5.0,0.2,5.0
movie,1,5,5.0,0.2,5.0
movies,1,6,6.0,0.16666666666666666,6.0
moving,1,6,6.0,0.16666666666666666,6.0
mozambique,2,10,5.0,0.2,5.0
mozilla,1,7,7.0,0.14285714285714285,7.0
mp,1,2,2.0,0.5,2.0
mpeg,1,4,4.0,0.25,4.0
mpegs,3,5,1.6666666666666667,0.6,1.6666666666666667
mpg,2,3,1.5,0.6666666666666666,1.5
mph,1,3,3.0,0.3333333333333333,3.0
mr,1,2,2.0,0.5,2.0
mrna,2,4,2.0,0.5,2.0
mrs,1,3,3.0,0.3333333333333333,3.0
ms,1,2,2.0,0.5,2.0
msg,1,3,3.0,0.3333333333333333,3.0
msgid,2,5,2.5,0.4,2.5
msgstr,2,6,3.0,0.3333333333333333,3.0
msie,2,4,2.0,0.5,2.0
msn,2,3,1.5,0.6666666666666666,1.5
mt,1,2,2.0,0.5,2.0
mtv,2,3,1.5,0.6666666666666666,1.5
mu,1,2,2.0,0.5,2.0
much,1,4,4.0,0.25,4.0
mud,1,3,3.0,0.3333333333333333,3.0
mug,2,3,1.5,0.6666666666666666,1.5
multi,1,5,5.0,0.2,5.0
multimedia,2,10,5.0,0.2,5.0
multiple,1,8,8.0,0.125,8.0
mumbai,2,6,3.0,0.3333333333333333,3.0
munich,2,6,3.0,0.3333333333333333,3.0
municipal,2,9,4.5,0.2222222222222222,4.5
municipality,2,12,6.0,0.16666666666666666,6.0
murder,2,6,3.0,0.3333333333333333,3.0
murphy,2,6,3.0,0.3333333333333333,3.0
murray,2,6,3.0,0.3333333333333333,3.0
muscle,2,6,3.0,0.3333333333333333,3.0
muscles,2,7,3.5,0.2857142857142857,3.5
museum,1,6,6.0,0.16666666666666666,6.0
museums,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
music,1,5,5.0,0.2,5.0
musical,2,7,3.5,0.2857142857142857,3.5
musician,2,8,4.0,0.25,4.0
musicians,2,9,4.5,0.2222222222222222,4.5
muslim,2,6,3.0,0.3333333333333333,3.0
muslims,2,7,3.5,0.2857142857142857,3.5
must,1,4,4.0,0.25,4.0
mustang,2,7,3.5,0.2857142857142857,3.5
mutual,2,6,3.0,0.3333333333333333,3.0
muze,2,4,2.0,0.5,2.0
mv,1,2,2.0,0.5,2.0
mw,1,2,2.0,0.5,2.0
mx,1,2,2.0,0.5,2.0
my,1,2,2.0,0.5,2.0
myanmar,2,7,3.5,0.2857142857142857,3.5
myers,2,5,2.5,0.4,2.5
myrtle,2,6,3.0,0.3333333333333333,3.0
myself,2,6,3.0,0.3333333333333333,3.0
mysimon,2,7,3.5,0.2857142857142857,3.5
myspace,2,7,3.5,0.2857142857142857,3.5
mysql,1,5,5.0,0.2,5.0
mysterious,3,10,3.3333333333333335,0.3,3.3333333333333335
mystery,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
myth,2,4,2.0,0.5,2.0
n,1,1,1.0,1.0,1.0
na,1,2,2.0,0.5,2.0
nail,2,4,2.0,0.5,2.0
nails,2,5,2.5,0.4,2.5
naked,2,5,2.5,0.4,2.5
nam,1,3,3.0,0.3333333333333333,3.0
name,1,4,4.0,0.25,4.0
named,1,5,5.0,0.2,5.0
namely,2,6,3.0,0.3333333333333333,3.0
names,1,5,5.0,0.2,5.0
namespace,1,9,9.0,0.1111111111111111,9.0
namibia,2,7,3.5,0.2857142857142857,3.5
nancy,1,5,5.0,0.2,5.0
nano,1,4,4.0,0.25,4.0
naples,2,6,3.0,0.3333333333333333,3.0
narrative,3,9,3.0,0.3333333333333333,3.0
narrow,2,6,3.0,0.3333333333333333,3.0
nasa,2,4,2.0,0.5,2.0
nascar,2,6,3.0,0.3333333333333333,3.0
nasdaq,2,6,3.0,0.3333333333333333,3.0
nashville,3,9,3.0,0.3333333333333333,3.0
nasty,2,5,2.5,0.4,2.5
nat,1,3,3.0,0.3333333333333333,3.0
nathan,2,6,3.0,0.3333333333333333,3.0
nation,1,6,6.0,0.16666666666666666,6.0
national,1,8,8.0,0.125,8.0
nationally,2,10,5.0,0.2,5.0
nations,2,7,3.5,0.2857142857142857,3.5
nationwide,2,10,5.0,0.2,5.0
native,1,6,6.0,0.16666666666666666,6.0
nato,2,4,2.0,0.5,2.0
natural,1,7,7.0,0.14285714285714285,7.0
naturally,2,9,4.5,0.2222222222222222,4.5
naturals,2,8,4.0,0.25,4.0
nature,1,6,6.0,0.16666666666666666,6.0
naughty,2,7,3.5,0.2857142857142857,3.5
nav,1,3,3.0,0.3333333333333333,3.0
naval,2,5,2.5,0.4,2.5
navigate,1,8,8.0,0.125,8.0
navigation,1,10,10.0,0.1,10.0
navigator,1,9,9.0,0.1111111111111111,9.0
navy,2,4,2.0,0.5,2.0
nb,1,2,2.0,0.5,2.0
nba,1,3,3.0,0.3333333333333333,3.0
nbc,2,3,1.5,0.6666666666666666,1.5
nc,1,2,2.0,0.5,2.0
ncaa,2,4,2.0,0.5,2.0
nd,1,2,2.0,0.5,2.0
ne,1,2,2.0,0.5,2.0
near,1,4,4.0,0.25,4.0
nearby,2,6,3.0,0.3333333333333333,3.0
nearest,1,7,7.0,0.14285714285714285,7.0
nearly,2,6,3.0,0.3333333333333333,3.0
nebraska,3,8,2.6666666666666665,0.375,2.6666666666666665
nec,1,3,3.0,0.3333333333333333,3.0
necessarily,1,11,11.0,0.09090909090909091,11.0
necessary,1,9,9.0,0.1111111111111111,9.0
necessity,2,9,4.5,0.2222222222222222,4.5
neck,1,4,4.0,0.25,4.0
necklace,2,8,4.0,0.25,4.0
need,1,4,4.0,0.25,4.0
needed,1,6,6.0,0.16666666666666666,6.0
needle,1,6,6.0,0.16666666666666666,6.0
needs,1,5,5.0,0.2,5.0
negative,1,8,8.0,0.125,8.0
negotiation,3,11,3.6666666666666665,0.2727272727272727,3.6666666666666665
negotiations,3,12,4.0,0.25,4.0
neighbor,1,8,8.0,0.125,8.0
neighborhood,2,12,6.0,0.16666666666666666,6.0
neighbors,1,9,9.0,0.1111111111111111,9.0
neil,2,4,2.0,0.5,2.0
neither,2,7,3.5,0.2857142857142857,3.5
nelson,2,6,3.0,0.3333333333333333,3.0
neo,1,3,3.0,0.3333333333333333,3.0
neon,2,4,2.0,0.5,2.0
nepal,2,5,2.5,0.4,2.5
nerve,2,5,2.5,0.4,2.5
nervous,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
nest,1,4,4.0,0.25,4.0
nested,1,6,6.0,0.16666666666666666,6.0
net,1,3,3.0,0.3333333333333333,3.0
netherlands,2,11,5.5,0.18181818181818182,5.5
netscape,2,8,4.0,0.25,4.0
network,1,7,7.0,0.14285714285714285,7.0
networking,2,10,5.0,0.2,5.0
networks,2,8,4.0,0.25,4.0
neural,2,6,3.0,0.3333333333333333,3.0
neutral,1,7,7.0,0.14285714285714285,7.0
nevada,2,6,3.0,0.3333333333333333,3.0
never,1,5,5.0,0.2,5.0
nevertheless,2,12,6.0,0.16666666666666666,6.0
new,1,3,3.0,0.3333333333333333,3.0
newark,2,6,3.0,0.3333333333333333,3.0
newbie,2,6,3.0,0.3333333333333333,3.0
newcastle,2,9,4.5,0.2222222222222222,4.5
newer,2,5,2.5,0.4,2.5
newest,2,6,3.0,0.3333333333333333,3.0
newfoundland,2,12,6.0,0.16666666666666666,6.0
newly,2,5,2.5,0.4,2.5
newport,2,7,3.5,0.2857142857142857,3.5
news,1,4,4.0,0.25,4.0
newscom,2,7,3.5,0.2857142857142857,3.5
newsletter,1,10,10.0,0.1,10.0
newsletters,2,11,5.5,0.18181818181818182,5.5
newspaper,2,9,4.5,0.2222222222222222,4.5
newspapers,2,10,5.0,0.2,5.0
newton,2,6,3.0,0.3333333333333333,3.0
next,1,4,4.0,0.25,4.0
nextel,2,6,3.0,0.3333333333333333,3.0
nfl,2,3,1.5,0.6666666666666666,1.5
ng,1,2,2.0,0.5,2.0
nh,1,2,2.0,0.5,2.0
nhl,2,3,1.5,0.6666666666666666,1.5
nhs,2,3,1.5,0.6666666666666666,1.5
ni,1,2,2.0,0.5,2.0
niagara,2,7,3.5,0.2857142857142857,3.5
nicaragua,2,9,4.5,0.2222222222222222,4.5
nice,1,4,4.0,0.25,4.0
nicholas,2,8,4.0,0.25,4.0
nick,1,4,4.0,0.25,4.0
nickel,2,6,3.0,0.3333333333333333,3.0
nickname,1,8,8.0,0.125,8.0
nicole,2,6,3.0,0.3333333333333333,3.0
niger,2,5,2.5,0.4,2.5
nigeria,2,7,3.5,0.2857142857142857,3.5
night,1,5,5.0,0.2,5.0
nightlife,2,9,4.5,0.2222222222222222,4.5
nightmare,2,9,4.5,0.2222222222222222,4.5
nights,2,6,3.0,0.3333333333333333,3.0
nike,1,4,4.0,0.25,4.0
nikon,2,5,2.5,0.4,2.5
nil,1,3,3.0,0.3333333333333333,3.0
nine,1,4,4.0,0.25,4.0
nintendo,2,8,4.0,0.25,4.0
nipple,2,6,3.0,0.3333333333333333,3.0
nipples,2,7,3.5,0.2857142857142857,3.5
nirvana,2,7,3.5,0.2857142857142857,3.5
nissan,2,6,3.0,0.3333333333333333,3.0
nitrogen,2,8,4.0,0.25,4.0
nj,1,2,2.0,0.5,2.0
nl,1,2,2.0,0.5,2.0
nm,1,2,2.0,0.5,2.0
nn,1,2,2.0,0.5,2.0
no,1,2,2.0,0.5,2.0
noble,2,5,2.5,0.4,2.5
nobody,2,6,3.0,0.3333333333333333,3.0
node,1,4,4.0,0.25,4.0
nodes,1,5,5.0,0.2,5.0
noise,1,5,5.0,0.2,5.0
nokia,2,5,2.5,0.4,2.5
nominated,2,9,4.5,0.2222222222222222,4.5
nomination,2,10,5.0,0.2,5.0
nominations,2,11,5.5,0.18181818181818182,5.5
non,1,3,3.0,0.3333333333333333,3.0
none,1,4,4.0,0.25,4.0
nonprofit,2,9,4.5,0.2222222222222222,4.5
noon,2,4,2.0,0.5,2.0
nor,1,3,3.0,0.3333333333333333,3.0
norfolk,2,7,3.5,0.2857142857142857,3.5
norm,1,4,4.0,0.25,4.0
normal,1,6,6.0,0.16666666666666666,6.0
normally,1,8,8.0,0.125,8.0
norman,2,6,3.0,0.3333333333333333,3.0
north,1,5,5.0,0.2,5.0
northeast,3,9,3.0,0.3333333333333333,3.0
northern,2,8,4.0,0.25,4.0
northwest,2,9,4.5,0.2222222222222222,4.5
norton,2,6,3.0,0.3333333333333333,3.0
norway,2,6,3.0,0.3333333333333333,3.0
norwegian,2,9,4.5,0.2222222222222222,4.5
nos,1,3,3.0,0.3333333333333333,3.0
nose,1,4,4.0,0.25,4.0
not,1,3,3.0,0.3333333333333333,3.0
note,1,4,4.0,0.25,4.0
notebook,2,8,4.0,0.25,4.0
notebooks,2,9,4.5,0.2222222222222222,4.5
noted,2,5,2.5,0.4,2.5
notes,1,5,5.0,0.2,5.0
nothing,1,7,7.0,0.14285714285714285,7.0
notice,1,6,6.0,0.16666666666666666,6.0
noticed,1,7,7.0,0.14285714285714285,7.0
notices,2,7,3.5,0.2857142857142857,3.5
notification,1,12,12.0,0.08333333333333333,12.0
notifications,1,13,13.0,0.07692307692307693,13.0
notified,2,8,4.0,0.25,4.0
notify,1,6,6.0,0.16666666666666666,6.0
notion,2,6,3.0,0.3333333333333333,3.0
notre,2,5,2.5,0.4,2.5
nottingham,2,10,5.0,0.2,5.0
nov,1,3,3.0,0.3333333333333333,3.0
nova,1,4,4.0,0.25,4.0
novel,2,5,2.5,0.4,2.5
novels,2,6,3.0,0.3333333333333333,3.0
novelty,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
november,2,8,4.0,0.25,4.0
now,1,3,3.0,0.3333333333333333,3.0
nowhere,2,7,3.5,0.2857142857142857,3.5
np,1,2,2.0,0.5,2.0
nr,1,2,2.0,0.5,2.0
ns,1,2,2.0,0.5,2.0
nsw,2,3,1.5,0.6666666666666666,1.5
nt,1,2,2.0,0.5,2.0
ntsc,2,4,2.0,0.5,2.0
nu,1,2,2.0,0.5,2.0
nuclear,2,7,3.5,0.2857142857142857,3.5
nude,2,4,2.0,0.5,2.0
nudist,2,6,3.0,0.3333333333333333,3.0
nudity,2,6,3.0,0.3333333333333333,3.0
nuke,2,4,2.0,0.5,2.0
null,1,4,4.0,0.25,4.0
number,1,6,6.0,0.16666666666666666,6.0
numbers,1,7,7.0,0.14285714285714285,7.0
numeric,1,7,7.0,0.14285714285714285,7.0
numerical,2,9,4.5,0.2222222222222222,4.5
numerous,2,8,4.0,0.25,4.0
nurse,2,5,2.5,0.4,2.5
nursery,2,7,3.5,0.2857142857142857,3.5
nurses,2,6,3.0,0.3333333333333333,3.0
nursing,2,7,3.5,0.2857142857142857,3.5
nut,1,3,3.0,0.3333333333333333,3.0
nutrition,1,9,9.0,0.1111111111111111,9.0
nutritional,3,11,3.6666666666666665,0.2727272727272727,3.6666666666666665
nuts,1,4,4.0,0.25,4.0
nutten,2,6,3.0,0.3333333333333333,3.0
nv,1,2,2.0,0.5,2.0
nvidia,2,6,3.0,0.3333333333333333,3.0
nw,1,2,2.0,0.5,2.0
ny,1,2,2.0,0.5,2.0
nyc,2,3,1.5,0.6666666666666666,1.5
nylon,2,5,2.5,0.4,2.5
nz,1,2,2.0,0.5,2.0
o,1,1,1.0,1.0,1.0
oak,1,3,3.0,0.3333333333333333,3.0
oakland,2,7,3.5,0.2857142857142857,3.5
oaks,2,4,2.0,0.5,2.0
oasis,2,5,2.5,0.4,2.5
ob,1,2,2.0,0.5,2.0
obesity,2,7,3.5,0.2857142857142857,3.5
obituaries,2,10,5.0,0.2,5.0
obj,1,3,3.0,0.3333333333333333,3.0
object,1,6,6.0,0.16666666666666666,6.0
objective,1,9,9.0,0.1111111111111111,9.0
objectives,2,10,5.0,0.2,5.0
objects,1,7,7.0,0.14285714285714285,7.0
obligation,2,10,5.0,0.2,5.0
obligations,3,11,3.6666666666666665,0.2727272727272727,3.6666666666666665
observation,2,11,5.5,0.18181818181818182,5.5
observations,2,12,6.0,0.16666666666666666,6.0
observe,1,7,7.0,0.14285714285714285,7.0
observed,2,8,4.0,0.25,4.0
observer,1,8,8.0,0.125,8.0
obtain,2,6,3.0,0.3333333333333333,3.0
obtained,2,8,4.0,0.25,4.0
obtaining,2,9,4.5,0.2222222222222222,4.5
obvious,2,7,3.5,0.2857142857142857,3.5
obviously,2,9,4.5,0.2222222222222222,4.5
oc,1,2,2.0,0.5,2.0
occasion,1,8,8.0,0.125,8.0
occasional,3,10,3.3333333333333335,0.3,3.3333333333333335
occasionally,2,12,6.0,0.16666666666666666,6.0
occasions,3,9,3.0,0.3333333333333333,3.0
occupation,1,10,10.0,0.1,10.0
occupational,2,12,6.0,0.16666666666666666,6.0
occupations,2,11,5.5,0.18181818181818182,5.5
occupied,1,8,8.0,0.125,8.0
occur,1,5,5.0,0.2,5.0
occurred,2,8,4.0,0.25,4.0
occurrence,2,10,5.0,0.2,5.0
occurring,2,9,4.5,0.2222222222222222,4.5
occurs,2,6,3.0,0.3333333333333333,3.0
ocean,2,5,2.5,0.4,2.5
oclc,2,4,2.0,0.5,2.0
oct,1,3,3.0,0.3333333333333333,3.0
october,2,7,3.5,0.2857142857142857,3.5
odd,1,3,3.0,0.3333333333333333,3.0
odds,2,4,2.0,0.5,2.0
oe,1,2,2.0,0.5,2.0
oecd,2,4,2.0,0.5,2.0
oem,2,3,1.5,0.6666666666666666,1.5
of,1,2,2.0,0.5,2.0
off,1,3,3.0,0.3333333333333333,3.0
offense,2,7,3.5,0.2857142857142857,3.5
offensive,2,9,4.5,0.2222222222222222,4.5
offer,1,5,5.0,0.2,5.0
offered,2,7,3.5,0.2857142857142857,3.5
offering,2,8,4.0,0.25,4.0
offerings,2,9,4.5,0.2222222222222222,4.5
offers,1,6,6.0,0.16666666666666666,6.0
office,1,6,6.0,0.16666666666666666,6.0
officer,2,7,3.5,0.2857142857142857,3.5
